id,last_update,name,category,price
10398,2023-01-01 00:12:16,product 10,category 4,93.54
56435,2023-01-01 00:12:17,product 10,category 3,10.49
53469,2023-01-01 00:12:18,product 9,category 1,73.03
16301,2023-01-01 00:12:19,product 2,category 1,57.14
61660,2023-01-01 00:12:20,product 2,category 4,18.16
10585,2023-01-01 00:12:21,product 3,category 2,26.9
25777,2023-01-01 00:12:25,product 9,category 3,90.06
86196,2023-01-01 00:12:26,product 9,category 2,8.53
46415,2023-01-01 00:12:26,product 9,category 2,67.89
29654,2023-01-01 00:12:27,product 2,category 5,71.72
77558,2023-01-01 00:12:28,product 4,category 5,17.01
89717,2023-01-01 00:12:32,product 4,category 2,10.15
90851,2023-01-01 00:12:33,product 10,category 5,37.51
98033,2023-01-01 00:12:36,product 4,category 3,49.29
28304,2023-01-01 00:12:36,product 4,category 3,49.4
79025,2023-01-01 00:12:37,product 9,category 3,97.74
96061,2023-01-01 00:12:37,product 1,category 1,23.39
37794,2023-01-01 00:12:41,product 8,category 5,67.62
52985,2023-01-01 00:12:43,product 2,category 1,54.23
30571,2023-01-01 00:12:44,product 2,category 5,8.73
42181,2023-01-01 00:12:44,product 4,category 5,70.68
23234,2023-01-01 00:12:48,product 1,category 2,11.62
12433,2023-01-01 00:12:52,product 4,category 5,7.05
95619,2023-01-01 00:12:54,product 3,category 2,32.46
97255,2023-01-01 00:12:56,product 7,category 1,14.62
64807,2023-01-01 00:12:56,product 8,category 2,48.21
64371,2023-01-01 00:12:56,product 3,category 5,65.18
29393,2023-01-01 00:12:56,product 4,category 1,82.49
86884,2023-01-01 00:12:56,product 8,category 5,75.78
22829,2023-01-01 00:13:00,product 10,category 1,49.43
74812,2023-01-01 00:13:03,product 10,category 5,38.23
53446,2023-01-01 00:13:04,product 10,category 3,70.09
25011,2023-01-01 00:13:04,product 1,category 2,88.0
30193,2023-01-01 00:13:09,product 2,category 2,16.41
38435,2023-01-01 00:13:09,product 4,category 1,22.41
83216,2023-01-01 00:13:10,product 8,category 1,46.6
52659,2023-01-01 00:13:13,product 5,category 3,94.5
83696,2023-01-01 00:13:15,product 10,category 5,95.11
50380,2023-01-01 00:13:17,product 1,category 1,35.87
92078,2023-01-01 00:13:18,product 9,category 5,91.6
37494,2023-01-01 00:13:19,product 9,category 1,34.93
68013,2023-01-01 00:13:20,product 1,category 2,87.07
91403,2023-01-01 00:13:21,product 1,category 4,93.77
22985,2023-01-01 00:13:22,product 5,category 2,78.5
68673,2023-01-01 00:13:24,product 3,category 2,75.16
53692,2023-01-01 00:13:26,product 6,category 3,56.35
16677,2023-01-01 00:13:27,product 3,category 4,38.31
84776,2023-01-01 00:13:33,product 5,category 2,34.81
66590,2023-01-01 00:13:38,product 9,category 3,43.95
57395,2023-01-01 00:13:40,product 8,category 2,67.46
10421,2023-01-01 00:13:42,product 5,category 1,11.59
80967,2023-01-01 00:13:44,product 5,category 5,92.64
45673,2023-01-01 00:13:46,product 1,category 5,55.52
49289,2023-01-01 00:13:46,product 3,category 5,24.1
20727,2023-01-01 00:13:49,product 4,category 2,0.93
28278,2023-01-01 00:13:50,product 9,category 3,30.68
33697,2023-01-01 00:13:50,product 4,category 3,10.23
49999,2023-01-01 00:13:50,product 7,category 5,35.04
42436,2023-01-01 00:13:50,product 10,category 5,28.88
26496,2023-01-01 00:13:52,product 10,category 1,82.04
38173,2023-01-01 00:13:53,product 7,category 4,4.88
38696,2023-01-01 00:13:59,product 3,category 1,49.55
13456,2023-01-01 00:14:01,product 2,category 5,43.73
76526,2023-01-01 00:14:03,product 10,category 4,63.28
68868,2023-01-01 00:14:05,product 5,category 1,19.17
54943,2023-01-01 00:14:08,product 4,category 1,13.16
42056,2023-01-01 00:14:08,product 1,category 2,9.3
50005,2023-01-01 00:14:09,product 8,category 5,41.61
38203,2023-01-01 00:14:10,product 2,category 3,75.84
16717,2023-01-01 00:14:11,product 1,category 3,39.32
87600,2023-01-01 00:14:14,product 9,category 4,83.77
25215,2023-01-01 00:14:14,product 1,category 2,54.54
35876,2023-01-01 00:14:14,product 3,category 5,55.7
36172,2023-01-01 00:14:17,product 3,category 5,45.57
93271,2023-01-01 00:14:18,product 7,category 2,22.31
58820,2023-01-01 00:14:19,product 4,category 4,20.66
29125,2023-01-01 00:14:20,product 5,category 2,15.37
90454,2023-01-01 00:14:20,product 9,category 4,37.42
28609,2023-01-01 00:14:21,product 3,category 1,35.61
45154,2023-01-01 00:14:22,product 10,category 4,80.76
21540,2023-01-01 00:14:23,product 8,category 4,74.25
48932,2023-01-01 00:14:23,product 5,category 3,15.15
83685,2023-01-01 00:14:24,product 8,category 1,64.85
67184,2023-01-01 00:14:25,product 10,category 2,82.73
72687,2023-01-01 00:14:25,product 9,category 5,45.0
52304,2023-01-01 00:14:26,product 4,category 4,2.07
26614,2023-01-01 00:14:29,product 2,category 2,4.25
51286,2023-01-01 00:14:30,product 10,category 1,42.34
97796,2023-01-01 00:14:33,product 5,category 1,69.59
63192,2023-01-01 00:14:35,product 10,category 2,95.19
90967,2023-01-01 00:14:35,product 1,category 2,91.78
44836,2023-01-01 00:14:37,product 3,category 4,19.75
13343,2023-01-01 00:14:37,product 9,category 3,70.71
23411,2023-01-01 00:14:41,product 9,category 5,56.02
26197,2023-01-01 00:14:41,product 1,category 2,72.44
86245,2023-01-01 00:14:41,product 5,category 1,9.19
78429,2023-01-01 00:14:43,product 3,category 2,56.74
61901,2023-01-01 00:14:44,product 1,category 4,85.92
32603,2023-01-01 00:14:44,product 1,category 4,90.75
65259,2023-01-01 00:14:44,product 3,category 3,15.92
66555,2023-01-01 00:14:46,product 3,category 3,92.75
42991,2023-01-01 00:14:49,product 10,category 5,76.42
97108,2023-01-01 00:14:51,product 5,category 2,55.93
24038,2023-01-01 00:14:51,product 6,category 2,55.85
44356,2023-01-01 00:14:57,product 9,category 2,26.65
48857,2023-01-01 00:14:58,product 10,category 1,63.84
96932,2023-01-01 00:14:59,product 3,category 2,33.95
85412,2023-01-01 00:15:00,product 4,category 3,4.51
63484,2023-01-01 00:15:00,product 1,category 3,55.27
83974,2023-01-01 00:15:02,product 3,category 1,70.99
67490,2023-01-01 00:15:03,product 7,category 4,53.81
18059,2023-01-01 00:15:06,product 7,category 4,37.1
18097,2023-01-01 00:15:06,product 7,category 2,26.72
17337,2023-01-01 00:15:09,product 8,category 1,42.05
77064,2023-01-01 00:15:11,product 5,category 2,54.38
10436,2023-01-01 00:15:11,product 2,category 2,64.43
39457,2023-01-01 00:15:13,product 6,category 1,89.04
59001,2023-01-01 00:15:16,product 8,category 2,22.24
63412,2023-01-01 00:15:21,product 7,category 4,0.06
41432,2023-01-01 00:15:22,product 9,category 5,62.34
93989,2023-01-01 00:15:22,product 4,category 2,17.25
36915,2023-01-01 00:15:22,product 5,category 4,6.71
48845,2023-01-01 00:15:23,product 5,category 3,35.52
24202,2023-01-01 00:15:30,product 5,category 1,38.78
94377,2023-01-01 00:15:31,product 2,category 2,42.77
88230,2023-01-01 00:15:35,product 5,category 5,19.16
13652,2023-01-01 00:15:39,product 1,category 2,66.89
41580,2023-01-01 00:15:42,product 4,category 1,5.01
32346,2023-01-01 00:15:44,product 2,category 1,6.6
24696,2023-01-01 00:15:44,product 4,category 3,3.2
80458,2023-01-01 00:15:44,product 9,category 4,33.87
43360,2023-01-01 00:15:45,product 9,category 5,11.46
75729,2023-01-01 00:15:47,product 2,category 3,8.21
96904,2023-01-01 00:15:48,product 9,category 3,77.13
46804,2023-01-01 00:15:49,product 5,category 4,76.16
78946,2023-01-01 00:15:51,product 7,category 1,93.94
33478,2023-01-01 00:15:52,product 3,category 1,85.29
25626,2023-01-01 00:15:55,product 6,category 4,71.21
91250,2023-01-01 00:15:56,product 8,category 1,57.42
82945,2023-01-01 00:15:57,product 3,category 4,1.04
34738,2023-01-01 00:16:01,product 7,category 3,85.91
86492,2023-01-01 00:16:02,product 4,category 3,46.56
62866,2023-01-01 00:16:02,product 7,category 3,56.94
47731,2023-01-01 00:16:02,product 10,category 1,22.59
28656,2023-01-01 00:16:04,product 6,category 4,86.7
28898,2023-01-01 00:16:05,product 4,category 4,91.77
11037,2023-01-01 00:16:06,product 2,category 5,13.96
14684,2023-01-01 00:16:06,product 1,category 3,34.95
22955,2023-01-01 00:16:06,product 2,category 4,10.82
17691,2023-01-01 00:16:08,product 9,category 3,40.39
63534,2023-01-01 00:16:08,product 4,category 1,62.76
43498,2023-01-01 00:16:10,product 7,category 5,56.46
52390,2023-01-01 00:16:10,product 4,category 4,28.76
64235,2023-01-01 00:16:11,product 9,category 2,57.32
43486,2023-01-01 00:16:13,product 10,category 4,94.54
98138,2023-01-01 00:16:14,product 1,category 2,61.98
60007,2023-01-01 00:16:14,product 10,category 1,58.05
11829,2023-01-01 00:16:15,product 10,category 5,76.4
69268,2023-01-01 00:16:18,product 3,category 4,24.47
76655,2023-01-01 00:16:20,product 10,category 2,98.25
26228,2023-01-01 00:16:20,product 9,category 4,82.87
57975,2023-01-01 00:16:21,product 3,category 5,91.73
28972,2023-01-01 00:16:26,product 7,category 4,92.4
11958,2023-01-01 00:16:26,product 8,category 3,38.38
12927,2023-01-01 00:16:28,product 8,category 3,4.72
99023,2023-01-01 00:16:28,product 10,category 2,68.35
93657,2023-01-01 00:16:30,product 3,category 3,46.98
32861,2023-01-01 00:16:31,product 4,category 2,64.67
71273,2023-01-01 00:16:32,product 2,category 3,72.28
43851,2023-01-01 00:16:34,product 3,category 5,92.01
50600,2023-01-01 00:16:35,product 9,category 2,98.29
20533,2023-01-01 00:16:36,product 2,category 4,94.57
83662,2023-01-01 00:16:38,product 7,category 3,68.04
33743,2023-01-01 00:16:40,product 2,category 4,83.34
20770,2023-01-01 00:16:40,product 4,category 3,47.44
74586,2023-01-01 00:16:42,product 10,category 1,64.86
67929,2023-01-01 00:16:42,product 3,category 1,26.03
15476,2023-01-01 00:16:42,product 6,category 3,3.74
17747,2023-01-01 00:16:45,product 3,category 4,34.84
75506,2023-01-01 00:16:48,product 10,category 2,71.63
66863,2023-01-01 00:16:49,product 4,category 2,96.55
66704,2023-01-01 00:16:51,product 1,category 1,69.69
23130,2023-01-01 00:16:52,product 2,category 1,38.75
83911,2023-01-01 00:16:52,product 5,category 1,61.34
65827,2023-01-01 00:16:52,product 10,category 2,88.81
14204,2023-01-01 00:16:53,product 4,category 4,89.34
29492,2023-01-01 00:16:54,product 10,category 3,76.06
79094,2023-01-01 00:16:54,product 10,category 5,70.35
21725,2023-01-01 00:16:57,product 4,category 2,33.25
48677,2023-01-01 00:16:59,product 2,category 5,26.46
63922,2023-01-01 00:17:01,product 2,category 5,36.43
89393,2023-01-01 00:17:01,product 2,category 5,37.15
14683,2023-01-01 00:17:03,product 2,category 4,21.83
82918,2023-01-01 00:17:03,product 10,category 3,23.97
53542,2023-01-01 00:17:04,product 7,category 3,69.29
18071,2023-01-01 00:17:06,product 2,category 5,23.74
38234,2023-01-01 00:17:08,product 4,category 5,48.75
42824,2023-01-01 00:17:09,product 7,category 2,98.35
10550,2023-01-01 00:17:09,product 1,category 2,15.9
57092,2023-01-01 00:17:10,product 10,category 1,12.9
70447,2023-01-01 00:17:11,product 9,category 3,44.62
51812,2023-01-01 00:17:11,product 10,category 2,43.3
92183,2023-01-01 00:17:12,product 3,category 4,65.34
90161,2023-01-01 00:17:13,product 4,category 4,49.77
89231,2023-01-01 00:17:13,product 5,category 5,31.96
31922,2023-01-01 00:17:18,product 9,category 1,27.96
10255,2023-01-01 00:17:26,product 8,category 1,85.31
25997,2023-01-01 00:17:27,product 5,category 5,39.08
71132,2023-01-01 00:17:28,product 5,category 3,80.98
92975,2023-01-01 00:17:28,product 6,category 5,94.04
99063,2023-01-01 00:17:28,product 4,category 4,10.53
34740,2023-01-01 00:17:28,product 1,category 5,62.81
71236,2023-01-01 00:17:30,product 4,category 2,31.36
33893,2023-01-01 00:17:34,product 5,category 3,67.79
96950,2023-01-01 00:17:35,product 3,category 5,42.13
19229,2023-01-01 00:17:36,product 10,category 5,86.63
53506,2023-01-01 00:17:37,product 5,category 3,3.39
97796,2023-01-01 00:17:37,product 3,category 1,31.1
99779,2023-01-01 00:17:38,product 4,category 3,64.65
40860,2023-01-01 00:17:39,product 1,category 2,84.77
28881,2023-01-01 00:17:39,product 10,category 1,26.46
40842,2023-01-01 00:17:39,product 10,category 4,11.6
97673,2023-01-01 00:17:40,product 1,category 3,61.15
90128,2023-01-01 00:17:40,product 5,category 3,89.09
63770,2023-01-01 00:17:42,product 1,category 5,14.71
84131,2023-01-01 00:17:45,product 6,category 2,74.14
15469,2023-01-01 00:17:49,product 5,category 3,95.94
91617,2023-01-01 00:17:50,product 3,category 5,86.85
73533,2023-01-01 00:17:53,product 5,category 5,63.17
84931,2023-01-01 00:17:54,product 10,category 3,53.52
14305,2023-01-01 00:17:57,product 10,category 3,99.56
91812,2023-01-01 00:17:58,product 8,category 1,48.32
69824,2023-01-01 00:17:58,product 7,category 1,61.75
98981,2023-01-01 00:18:01,product 7,category 1,57.96
34884,2023-01-01 00:18:02,product 2,category 5,44.75
17730,2023-01-01 00:18:03,product 4,category 2,46.61
58101,2023-01-01 00:18:06,product 6,category 1,38.59
89217,2023-01-01 00:18:06,product 8,category 4,34.75
31412,2023-01-01 00:18:06,product 2,category 1,99.83
44810,2023-01-01 00:18:08,product 4,category 3,88.29
76900,2023-01-01 00:18:09,product 10,category 4,83.08
71780,2023-01-01 00:18:10,product 6,category 3,39.15
80955,2023-01-01 00:18:12,product 2,category 2,95.65
98780,2023-01-01 00:18:12,product 3,category 4,78.47
68102,2023-01-01 00:18:13,product 7,category 3,92.62
19471,2023-01-01 00:18:15,product 8,category 4,60.47
90444,2023-01-01 00:18:16,product 6,category 4,1.29
24427,2023-01-01 00:18:19,product 4,category 2,86.74
69224,2023-01-01 00:18:21,product 6,category 1,54.31
65917,2023-01-01 00:18:22,product 10,category 3,68.57
38987,2023-01-01 00:18:22,product 10,category 5,11.93
74786,2023-01-01 00:18:23,product 4,category 4,53.73
48035,2023-01-01 00:18:24,product 7,category 4,66.08
12274,2023-01-01 00:18:24,product 2,category 5,78.65
49006,2023-01-01 00:18:24,product 6,category 4,71.89
50700,2023-01-01 00:18:25,product 3,category 3,86.82
82009,2023-01-01 00:18:25,product 2,category 5,56.95
67845,2023-01-01 00:18:26,product 7,category 3,34.77
23272,2023-01-01 00:18:27,product 9,category 2,41.93
94716,2023-01-01 00:18:34,product 5,category 1,30.1
40650,2023-01-01 00:18:35,product 3,category 3,50.98
91315,2023-01-01 00:18:35,product 6,category 5,94.94
55058,2023-01-01 00:18:36,product 2,category 3,1.34
58552,2023-01-01 00:18:37,product 8,category 1,97.74
29734,2023-01-01 00:18:39,product 5,category 2,1.95
68893,2023-01-01 00:18:39,product 4,category 2,97.34
60634,2023-01-01 00:18:40,product 3,category 4,24.02
71799,2023-01-01 00:18:41,product 3,category 3,60.9
94954,2023-01-01 00:18:41,product 7,category 2,82.45
66721,2023-01-01 00:18:41,product 1,category 1,86.78
64050,2023-01-01 00:18:42,product 4,category 4,14.25
61526,2023-01-01 00:18:45,product 8,category 1,61.01
73378,2023-01-01 00:18:46,product 10,category 5,35.6
16526,2023-01-01 00:18:47,product 6,category 3,61.42
43741,2023-01-01 00:18:47,product 6,category 2,65.43
12673,2023-01-01 00:18:48,product 9,category 4,64.03
65788,2023-01-01 00:18:48,product 1,category 3,2.27
86446,2023-01-01 00:18:48,product 4,category 5,98.75
84348,2023-01-01 00:18:49,product 5,category 5,60.47
28435,2023-01-01 00:18:50,product 7,category 1,87.84
37322,2023-01-01 00:18:50,product 2,category 2,53.09
73926,2023-01-01 00:18:50,product 6,category 4,5.73
25492,2023-01-01 00:18:51,product 1,category 4,88.08
76332,2023-01-01 00:18:52,product 8,category 4,25.05
87326,2023-01-01 00:18:53,product 1,category 1,31.75
21579,2023-01-01 00:18:54,product 9,category 5,29.87
71580,2023-01-01 00:18:57,product 9,category 2,92.49
22882,2023-01-01 00:18:58,product 4,category 2,88.52
21929,2023-01-01 00:19:02,product 9,category 3,75.85
58692,2023-01-01 00:19:04,product 4,category 2,54.94
68986,2023-01-01 00:19:06,product 5,category 3,91.89
74385,2023-01-01 00:19:08,product 8,category 5,6.24
34183,2023-01-01 00:19:09,product 7,category 1,81.12
95537,2023-01-01 00:19:09,product 5,category 3,13.83
98553,2023-01-01 00:19:11,product 3,category 1,25.47
21460,2023-01-01 00:19:15,product 10,category 1,79.8
86384,2023-01-01 00:19:16,product 7,category 4,96.35
72826,2023-01-01 00:19:18,product 10,category 2,5.5
85643,2023-01-01 00:19:18,product 2,category 3,66.49
50838,2023-01-01 00:19:18,product 2,category 4,65.87
21588,2023-01-01 00:19:19,product 1,category 1,94.97
77901,2023-01-01 00:19:20,product 3,category 4,16.17
95617,2023-01-01 00:19:20,product 5,category 3,71.07
53055,2023-01-01 00:19:21,product 7,category 2,21.19
72918,2023-01-01 00:19:21,product 5,category 2,43.54
18026,2023-01-01 00:19:22,product 10,category 4,53.6
59387,2023-01-01 00:19:23,product 2,category 4,45.99
39937,2023-01-01 00:19:23,product 4,category 2,76.3
31801,2023-01-01 00:19:24,product 1,category 1,67.56
84113,2023-01-01 00:19:29,product 2,category 1,93.43
62636,2023-01-01 00:19:31,product 4,category 1,9.51
47917,2023-01-01 00:19:32,product 9,category 2,89.9
74253,2023-01-01 00:19:33,product 3,category 5,57.81
53563,2023-01-01 00:19:33,product 9,category 2,49.32
48300,2023-01-01 00:19:33,product 4,category 1,28.94
86964,2023-01-01 00:19:36,product 1,category 1,43.48
45527,2023-01-01 00:19:38,product 5,category 4,18.09
56071,2023-01-01 00:19:39,product 4,category 4,97.81
97338,2023-01-01 00:19:40,product 8,category 5,0.83
87879,2023-01-01 00:19:42,product 10,category 5,35.85
40906,2023-01-01 00:19:43,product 6,category 4,99.86
99056,2023-01-01 00:19:44,product 10,category 4,58.18
41255,2023-01-01 00:19:48,product 4,category 1,32.29
59940,2023-01-01 00:19:53,product 10,category 4,85.72
67613,2023-01-01 00:19:54,product 4,category 3,9.51
64691,2023-01-01 00:19:55,product 1,category 1,94.23
56832,2023-01-01 00:19:55,product 2,category 2,81.56
36175,2023-01-01 00:19:56,product 2,category 1,47.77
98786,2023-01-01 00:19:56,product 1,category 4,51.34
36962,2023-01-01 00:19:56,product 10,category 2,42.4
79782,2023-01-01 00:19:57,product 7,category 2,58.04
86117,2023-01-01 00:19:58,product 2,category 1,56.5
83031,2023-01-01 00:20:02,product 1,category 4,63.21
27470,2023-01-01 00:20:03,product 3,category 3,39.62
29812,2023-01-01 00:20:03,product 5,category 3,55.69
62862,2023-01-01 00:20:04,product 6,category 3,9.83
96829,2023-01-01 00:20:07,product 8,category 5,64.68
57057,2023-01-01 00:20:09,product 7,category 1,59.89
49905,2023-01-01 00:20:10,product 10,category 4,51.08
40504,2023-01-01 00:20:12,product 4,category 5,19.74
12082,2023-01-01 00:20:12,product 7,category 5,70.73
89882,2023-01-01 00:20:13,product 7,category 3,25.88
71936,2023-01-01 00:20:23,product 1,category 2,42.36
57055,2023-01-01 00:20:23,product 3,category 1,83.97
26632,2023-01-01 00:20:23,product 5,category 4,5.2
18815,2023-01-01 00:20:23,product 7,category 2,28.19
37415,2023-01-01 00:20:24,product 3,category 5,1.12
99345,2023-01-01 00:20:24,product 3,category 4,15.21
31406,2023-01-01 00:20:26,product 6,category 1,70.71
31276,2023-01-01 00:20:27,product 4,category 5,99.78
31475,2023-01-01 00:20:29,product 9,category 4,41.89
30722,2023-01-01 00:20:31,product 8,category 4,18.96
91826,2023-01-01 00:20:34,product 1,category 4,20.98
60594,2023-01-01 00:20:34,product 9,category 5,59.85
97911,2023-01-01 00:20:35,product 2,category 1,12.59
32902,2023-01-01 00:20:40,product 1,category 4,8.29
25976,2023-01-01 00:20:40,product 7,category 4,13.7
52814,2023-01-01 00:20:40,product 9,category 4,38.01
21297,2023-01-01 00:20:42,product 10,category 2,70.91
23154,2023-01-01 00:20:43,product 1,category 1,14.86
71952,2023-01-01 00:20:43,product 2,category 2,57.2
29260,2023-01-01 00:20:45,product 10,category 4,9.57
82016,2023-01-01 00:20:45,product 10,category 2,76.58
69902,2023-01-01 00:20:47,product 5,category 3,16.85
36225,2023-01-01 00:20:49,product 7,category 3,31.02
86323,2023-01-01 00:20:53,product 2,category 1,98.53
43938,2023-01-01 00:20:55,product 8,category 5,6.96
21847,2023-01-01 00:20:56,product 2,category 5,69.17
75175,2023-01-01 00:20:56,product 4,category 1,43.55
84039,2023-01-01 00:20:57,product 10,category 5,25.88
60877,2023-01-01 00:21:00,product 3,category 2,19.46
85290,2023-01-01 00:21:01,product 2,category 5,76.47
67865,2023-01-01 00:21:02,product 5,category 1,63.24
78932,2023-01-01 00:21:02,product 2,category 3,58.33
41095,2023-01-01 00:21:03,product 5,category 4,54.83
63454,2023-01-01 00:21:05,product 5,category 2,25.8
19664,2023-01-01 00:21:05,product 4,category 5,17.6
27813,2023-01-01 00:21:05,product 5,category 2,81.05
22190,2023-01-01 00:21:08,product 5,category 1,12.95
79903,2023-01-01 00:21:09,product 5,category 1,92.27
68441,2023-01-01 00:21:10,product 9,category 5,39.17
13253,2023-01-01 00:21:13,product 3,category 4,34.82
75238,2023-01-01 00:21:14,product 2,category 1,59.35
49695,2023-01-01 00:21:18,product 8,category 2,4.83
47597,2023-01-01 00:21:19,product 5,category 3,18.33
73101,2023-01-01 00:21:21,product 5,category 1,39.91
48861,2023-01-01 00:21:22,product 10,category 5,81.13
30354,2023-01-01 00:21:22,product 4,category 1,60.27
39050,2023-01-01 00:21:23,product 10,category 5,53.61
48176,2023-01-01 00:21:25,product 2,category 2,18.77
77734,2023-01-01 00:21:25,product 7,category 5,70.99
41126,2023-01-01 00:21:26,product 9,category 1,99.63
73346,2023-01-01 00:21:26,product 3,category 1,91.01
90630,2023-01-01 00:21:27,product 2,category 1,32.94
91895,2023-01-01 00:21:28,product 6,category 2,21.83
20292,2023-01-01 00:21:34,product 1,category 1,36.3
26086,2023-01-01 00:21:34,product 9,category 1,67.93
33000,2023-01-01 00:21:36,product 4,category 5,52.46
19939,2023-01-01 00:21:38,product 2,category 1,83.17
18118,2023-01-01 00:21:38,product 6,category 1,36.67
50482,2023-01-01 00:21:39,product 7,category 1,41.88
96723,2023-01-01 00:21:40,product 10,category 5,84.23
32742,2023-01-01 00:21:41,product 2,category 1,11.23
66319,2023-01-01 00:21:41,product 6,category 2,50.54
65928,2023-01-01 00:21:42,product 6,category 3,8.57
28319,2023-01-01 00:21:44,product 10,category 2,71.69
95969,2023-01-01 00:21:47,product 4,category 2,11.02
37817,2023-01-01 00:21:49,product 10,category 5,87.31
84636,2023-01-01 00:21:49,product 10,category 1,92.51
79703,2023-01-01 00:21:49,product 5,category 2,62.34
96538,2023-01-01 00:21:50,product 5,category 4,14.49
17069,2023-01-01 00:21:50,product 5,category 5,79.96
75369,2023-01-01 00:21:52,product 5,category 3,52.75
75795,2023-01-01 00:21:52,product 8,category 5,38.85
77785,2023-01-01 00:21:53,product 3,category 2,84.16
21085,2023-01-01 00:21:53,product 6,category 3,14.99
94473,2023-01-01 00:21:54,product 1,category 3,96.42
33718,2023-01-01 00:21:56,product 5,category 1,93.08
57469,2023-01-01 00:21:57,product 5,category 2,29.13
12662,2023-01-01 00:21:57,product 2,category 5,40.35
42525,2023-01-01 00:21:57,product 8,category 5,26.29
21790,2023-01-01 00:21:58,product 8,category 2,31.69
70089,2023-01-01 00:21:58,product 9,category 1,1.91
92294,2023-01-01 00:21:59,product 6,category 1,70.89
31983,2023-01-01 00:21:59,product 7,category 5,61.97
94710,2023-01-01 00:22:04,product 10,category 4,94.19
98048,2023-01-01 00:22:06,product 7,category 4,61.25
51990,2023-01-01 00:22:08,product 8,category 5,56.1
61309,2023-01-01 00:22:08,product 5,category 3,50.38
38760,2023-01-01 00:22:15,product 9,category 3,1.52
80258,2023-01-01 00:22:17,product 1,category 4,87.68
31784,2023-01-01 00:22:17,product 1,category 1,97.48
14534,2023-01-01 00:22:17,product 2,category 1,16.56
42198,2023-01-01 00:22:18,product 7,category 4,26.5
54091,2023-01-01 00:22:26,product 10,category 3,85.89
53220,2023-01-01 00:22:27,product 9,category 1,22.23
89091,2023-01-01 00:22:30,product 3,category 4,56.43
43433,2023-01-01 00:22:34,product 6,category 5,76.01
93875,2023-01-01 00:22:34,product 6,category 2,76.32
57470,2023-01-01 00:22:37,product 4,category 4,95.99
13218,2023-01-01 00:22:37,product 3,category 4,32.91
16485,2023-01-01 00:22:37,product 6,category 3,50.84
76508,2023-01-01 00:22:38,product 2,category 4,62.13
35794,2023-01-01 00:22:40,product 10,category 5,24.53
71327,2023-01-01 00:22:41,product 4,category 3,28.19
65657,2023-01-01 00:22:43,product 6,category 2,53.53
85530,2023-01-01 00:22:44,product 7,category 1,7.17
27278,2023-01-01 00:22:44,product 4,category 3,44.81
59494,2023-01-01 00:22:44,product 3,category 3,43.2
84684,2023-01-01 00:22:44,product 1,category 3,57.75
29857,2023-01-01 00:22:45,product 6,category 4,94.57
61941,2023-01-01 00:22:47,product 4,category 1,31.25
60854,2023-01-01 00:22:48,product 4,category 1,91.04
54322,2023-01-01 00:22:48,product 6,category 2,89.14
99096,2023-01-01 00:22:50,product 7,category 5,41.32
18309,2023-01-01 00:22:55,product 2,category 5,12.9
16043,2023-01-01 00:22:59,product 9,category 3,98.39
70898,2023-01-01 00:23:00,product 4,category 3,62.94
54933,2023-01-01 00:23:00,product 9,category 5,67.85
31597,2023-01-01 00:23:01,product 10,category 5,35.24
79651,2023-01-01 00:23:01,product 5,category 4,18.49
30048,2023-01-01 00:23:01,product 9,category 5,32.11
47933,2023-01-01 00:23:06,product 7,category 3,14.84
66753,2023-01-01 00:23:09,product 5,category 3,71.43
34184,2023-01-01 00:23:10,product 3,category 1,32.0
84485,2023-01-01 00:23:11,product 5,category 5,44.13
70441,2023-01-01 00:23:14,product 2,category 4,79.01
52299,2023-01-01 00:23:15,product 4,category 5,95.76
22750,2023-01-01 00:23:15,product 3,category 3,99.15
57589,2023-01-01 00:23:16,product 3,category 1,32.36
54057,2023-01-01 00:23:16,product 3,category 5,75.08
65421,2023-01-01 00:23:18,product 8,category 4,46.18
76756,2023-01-01 00:23:19,product 8,category 3,99.13
46375,2023-01-01 00:23:21,product 9,category 5,91.38
93788,2023-01-01 00:23:25,product 9,category 1,50.97
17962,2023-01-01 00:23:26,product 5,category 4,73.86
18778,2023-01-01 00:23:29,product 10,category 4,3.92
78180,2023-01-01 00:23:29,product 9,category 3,67.11
93381,2023-01-01 00:23:29,product 2,category 4,65.85
52173,2023-01-01 00:23:31,product 10,category 5,5.22
53732,2023-01-01 00:23:34,product 4,category 3,21.22
13516,2023-01-01 00:23:35,product 2,category 3,29.36
49238,2023-01-01 00:23:35,product 7,category 3,45.64
20326,2023-01-01 00:23:37,product 6,category 5,77.42
82548,2023-01-01 00:23:39,product 9,category 3,95.95
38689,2023-01-01 00:23:39,product 1,category 5,32.54
47472,2023-01-01 00:23:39,product 8,category 4,40.88
65122,2023-01-01 00:23:39,product 10,category 3,60.87
49923,2023-01-01 00:23:40,product 6,category 4,33.57
70876,2023-01-01 00:23:43,product 5,category 1,68.6
69850,2023-01-01 00:23:45,product 7,category 1,1.55
18717,2023-01-01 00:23:47,product 2,category 5,37.52
89694,2023-01-01 00:23:48,product 3,category 5,23.14
30308,2023-01-01 00:23:48,product 7,category 1,80.55
77681,2023-01-01 00:23:49,product 1,category 2,27.31
96938,2023-01-01 00:23:49,product 8,category 3,8.1
96084,2023-01-01 00:23:49,product 4,category 2,61.75
60688,2023-01-01 00:23:52,product 6,category 2,65.1
43581,2023-01-01 00:23:56,product 2,category 3,75.2
